Sample 1
1/11/2024 1:05:30 AM
Wavelength (nm)	10mm Absorbance
307.5	0.006
308.0	0.004
308.5	0.003
309.0	0.001
309.5	0.001
310.0	0.000
310.5	0.001
311.0	0.000
311.5	0.001
312.0	0.000
312.5	-0.001
313.0	-0.001
313.5	-0.002
314.0	-0.002
314.5	-0.002
315.0	-0.001
315.5	-0.001
316.0	-0.001
316.5	0.000
317.0	0.001
317.5	0.001
318.0	0.000
318.5	0.001
319.0	-0.001
319.5	-0.001
320.0	-0.001
320.5	0.000
321.0	0.000
321.5	0.000
322.0	-0.002
322.5	-0.002
323.0	-0.001
323.5	-0.001
324.0	-0.001
324.5	-0.002
325.0	-0.003
325.5	-0.003
326.0	-0.003
326.5	-0.002
327.0	-0.002
327.5	-0.002
328.0	-0.001
328.5	-0.002
329.0	-0.001
329.5	-0.002
330.0	-0.002
330.5	-0.001
331.0	-0.002
331.5	-0.003
332.0	-0.002
332.5	0.000
333.0	0.000
333.5	0.001
334.0	0.002
334.5	0.001
335.0	0.000
335.5	0.000
336.0	-0.001
336.5	-0.001
337.0	0.000
337.5	0.001
338.0	0.001
338.5	0.001
339.0	0.001
339.5	0.001
340.0	0.000
340.5	-0.001
341.0	-0.001
341.5	-0.001
342.0	0.000
342.5	0.001
343.0	0.000
343.5	0.000
344.0	0.000
344.5	-0.001
345.0	-0.001
345.5	-0.002
346.0	-0.001
346.5	0.000
347.0	-0.001
347.5	-0.001
348.0	-0.003
348.5	-0.003
349.0	-0.003
349.5	-0.005
350.0	-0.006


Sample 19
1/11/2024 1:48:44 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	2.064
A260/A230	0.118
A260	0.160
A280	0.078
220.0	2.331
220.5	2.295
221.0	2.249
221.5	2.200
222.0	2.150
222.5	2.094
223.0	2.038
223.5	1.976
224.0	1.910
224.5	1.836
225.0	1.765
225.5	1.703
226.0	1.650
226.5	1.603
227.0	1.560
227.5	1.522
228.0	1.485
228.5	1.452
229.0	1.421
229.5	1.389
230.0	1.357
230.5	1.323
231.0	1.289
231.5	1.252
232.0	1.212
232.5	1.169
233.0	1.122
233.5	1.072
234.0	1.019
234.5	0.965
235.0	0.908
235.5	0.853
236.0	0.801
236.5	0.752
237.0	0.703
237.5	0.658
238.0	0.612
238.5	0.567
239.0	0.527
239.5	0.493
240.0	0.464
240.5	0.440
241.0	0.419
241.5	0.399
242.0	0.383
242.5	0.367
243.0	0.351
243.5	0.336
244.0	0.322
244.5	0.309
245.0	0.298
245.5	0.288
246.0	0.279
246.5	0.272
247.0	0.265
247.5	0.260
248.0	0.253
248.5	0.247
249.0	0.241
249.5	0.236
250.0	0.232
250.5	0.227
251.0	0.222
251.5	0.219
252.0	0.214
252.5	0.209
253.0	0.206
253.5	0.203
254.0	0.199
254.5	0.195
255.0	0.189
255.5	0.184
256.0	0.181
256.5	0.177
257.0	0.172
257.5	0.169
258.0	0.167
258.5	0.165
259.0	0.163
259.5	0.162
260.0	0.160
260.5	0.160
261.0	0.159
261.5	0.158
262.0	0.156
262.5	0.156
263.0	0.155
263.5	0.152
264.0	0.151
264.5	0.148
265.0	0.148
265.5	0.146
266.0	0.143
266.5	0.141
267.0	0.139
267.5	0.136
268.0	0.132
268.5	0.127
269.0	0.123
269.5	0.122
270.0	0.119
270.5	0.117
271.0	0.115
271.5	0.113
272.0	0.113
272.5	0.110
273.0	0.108
273.5	0.106
274.0	0.104
274.5	0.101
275.0	0.099
275.5	0.097
276.0	0.095
276.5	0.094
277.0	0.091
277.5	0.088
278.0	0.085
278.5	0.084
279.0	0.081
279.5	0.080
280.0	0.078
280.5	0.075
281.0	0.073
281.5	0.071
282.0	0.069
282.5	0.066
283.0	0.063
283.5	0.063
284.0	0.061
284.5	0.059
285.0	0.059
285.5	0.058
286.0	0.055
286.5	0.054
287.0	0.052
287.5	0.050
288.0	0.049
288.5	0.048
289.0	0.046
289.5	0.044
290.0	0.044
290.5	0.044
291.0	0.042
291.5	0.040
292.0	0.040
292.5	0.038
293.0	0.036
293.5	0.035
294.0	0.032
294.5	0.029
295.0	0.027
295.5	0.027
296.0	0.026
296.5	0.025
297.0	0.024
297.5	0.023
298.0	0.023
298.5	0.023
299.0	0.022
299.5	0.021
300.0	0.021
300.5	0.021
301.0	0.020
301.5	0.022
302.0	0.022
302.5	0.023
303.0	0.024
303.5	0.023
304.0	0.023
304.5	0.023
305.0	0.022
305.5	0.022
306.0	0.021
306.5	0.021
307.0	0.020
307.5	0.018
308.0	0.016
308.5	0.016
309.0	0.014
309.5	0.014
310.0	0.013
310.5	0.013
311.0	0.012
311.5	0.012
312.0	0.011
312.5	0.011
313.0	0.010
313.5	0.010
314.0	0.007
314.5	0.007
315.0	0.008
315.5	0.007
316.0	0.008
316.5	0.008
317.0	0.008
317.5	0.009
318.0	0.008
318.5	0.008
319.0	0.005
319.5	0.006
320.0	0.005
320.5	0.006
321.0	0.005
321.5	0.005
322.0	0.005
322.5	0.004
323.0	0.005
323.5	0.005
324.0	0.005
324.5	0.004
325.0	0.003
325.5	0.003
326.0	0.003
326.5	0.004
327.0	0.004
327.5	0.004
328.0	0.004
328.5	0.003
329.0	0.005
329.5	0.004
330.0	0.004
330.5	0.004
331.0	0.003
331.5	0.002
332.0	0.003
332.5	0.004
333.0	0.004
333.5	0.004
334.0	0.004
334.5	0.003
335.0	0.003
335.5	0.002
336.0	0.001
336.5	0.001
337.0	0.001
337.5	0.003
338.0	0.003
338.5	0.002
339.0	0.002
339.5	0.003
340.0	0.000
340.5	-0.001
341.0	-0.002
341.5	-0.002
342.0	-0.002
342.5	-0.001
343.0	-0.002
343.5	-0.002
344.0	-0.001
344.5	-0.002
345.0	-0.002
345.5	-0.004
346.0	-0.003
346.5	-0.002
347.0	-0.004
347.5	-0.006
348.0	-0.007
348.5	-0.007
349.0	-0.007
349.5	-0.006
350.0	-0.008


Sample 20
1/11/2024 1:50:03 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	1.689
A260/A230	0.239
A260	0.146
A280	0.086
220.0	0.993
220.5	0.976
221.0	0.954
221.5	0.930
222.0	0.909
222.5	0.885
223.0	0.863
223.5	0.835
224.0	0.807
224.5	0.779
225.0	0.753
225.5	0.731
226.0	0.713
226.5	0.695
227.0	0.681
227.5	0.667
228.0	0.654
228.5	0.643
229.0	0.633
229.5	0.622
230.0	0.611
230.5	0.600
231.0	0.590
231.5	0.578
232.0	0.565
232.5	0.551
233.0	0.536
233.5	0.519
234.0	0.503
234.5	0.484
235.0	0.466
235.5	0.447
236.0	0.430
236.5	0.412
237.0	0.396
237.5	0.380
238.0	0.361
238.5	0.344
239.0	0.328
239.5	0.315
240.0	0.305
240.5	0.296
241.0	0.289
241.5	0.280
242.0	0.274
242.5	0.265
243.0	0.259
243.5	0.251
244.0	0.245
244.5	0.239
245.0	0.234
245.5	0.229
246.0	0.225
246.5	0.223
247.0	0.219
247.5	0.216
248.0	0.211
248.5	0.207
249.0	0.204
249.5	0.202
250.0	0.200
250.5	0.197
251.0	0.194
251.5	0.191
252.0	0.188
252.5	0.185
253.0	0.182
253.5	0.180
254.0	0.177
254.5	0.174
255.0	0.170
255.5	0.168
256.0	0.166
256.5	0.161
257.0	0.157
257.5	0.153
258.0	0.151
258.5	0.150
259.0	0.149
259.5	0.148
260.0	0.146
260.5	0.145
261.0	0.144
261.5	0.144
262.0	0.141
262.5	0.140
263.0	0.138
263.5	0.137
264.0	0.136
264.5	0.134
265.0	0.134
265.5	0.133
266.0	0.131
266.5	0.131
267.0	0.129
267.5	0.127
268.0	0.123
268.5	0.119
269.0	0.116
269.5	0.115
270.0	0.113
270.5	0.113
271.0	0.112
271.5	0.110
272.0	0.108
272.5	0.106
273.0	0.105
273.5	0.102
274.0	0.100
274.5	0.098
275.0	0.096
275.5	0.096
276.0	0.095
276.5	0.095
277.0	0.095
277.5	0.093
278.0	0.091
278.5	0.089
279.0	0.088
279.5	0.087
280.0	0.086
280.5	0.083
281.0	0.082
281.5	0.080
282.0	0.079
282.5	0.076
283.0	0.074
283.5	0.074
284.0	0.071
284.5	0.071
285.0	0.070
285.5	0.069
286.0	0.067
286.5	0.066
287.0	0.063
287.5	0.061
288.0	0.061
288.5	0.061
289.0	0.059
289.5	0.058
290.0	0.057
290.5	0.056
291.0	0.054
291.5	0.052
292.0	0.051
292.5	0.050
293.0	0.048
293.5	0.046
294.0	0.045
294.5	0.044
295.0	0.043
295.5	0.043
296.0	0.040
296.5	0.040
297.0	0.040
297.5	0.039
298.0	0.040
298.5	0.039
299.0	0.039
299.5	0.038
300.0	0.037
300.5	0.037
301.0	0.037
301.5	0.037
302.0	0.037
302.5	0.037
303.0	0.037
303.5	0.036
304.0	0.035
304.5	0.034
305.0	0.033
305.5	0.032
306.0	0.032
306.5	0.032
307.0	0.030
307.5	0.029
308.0	0.028
308.5	0.027
309.0	0.025
309.5	0.026
310.0	0.025
310.5	0.024
311.0	0.025
311.5	0.025
312.0	0.024
312.5	0.024
313.0	0.025
313.5	0.024
314.0	0.022
314.5	0.023
315.0	0.023
315.5	0.022
316.0	0.022
316.5	0.022
317.0	0.021
317.5	0.022
318.0	0.020
318.5	0.019
319.0	0.017
319.5	0.017
320.0	0.015
320.5	0.014
321.0	0.015
321.5	0.015
322.0	0.015
322.5	0.014
323.0	0.014
323.5	0.014
324.0	0.013
324.5	0.011
325.0	0.010
325.5	0.010
326.0	0.011
326.5	0.011
327.0	0.012
327.5	0.012
328.0	0.013
328.5	0.010
329.0	0.010
329.5	0.008
330.0	0.008
330.5	0.008
331.0	0.008
331.5	0.008
332.0	0.010
332.5	0.010
333.0	0.010
333.5	0.009
334.0	0.008
334.5	0.007
335.0	0.006
335.5	0.006
336.0	0.005
336.5	0.005
337.0	0.006
337.5	0.007
338.0	0.006
338.5	0.005
339.0	0.004
339.5	0.003
340.0	0.000
340.5	-0.001
341.0	-0.002
341.5	-0.001
342.0	0.000
342.5	0.000
343.0	-0.001
343.5	-0.002
344.0	0.000
344.5	0.000
345.0	0.000
345.5	-0.001
346.0	0.000
346.5	0.001
347.0	-0.001
347.5	-0.001
348.0	-0.001
348.5	-0.001
349.0	-0.002
349.5	-0.002
350.0	-0.003


Sample 21
1/11/2024 1:52:04 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	0.055
A260/A230	0.000
A260	-0.001
A280	-0.009
220.0	2.365
220.5	2.327
221.0	2.287
221.5	2.242
222.0	2.193
222.5	2.134
223.0	2.076
223.5	2.009
224.0	1.936
224.5	1.856
225.0	1.780
225.5	1.712
226.0	1.649
226.5	1.595
227.0	1.545
227.5	1.501
228.0	1.461
228.5	1.422
229.0	1.386
229.5	1.349
230.0	1.312
230.5	1.273
231.0	1.233
231.5	1.190
232.0	1.142
232.5	1.090
233.0	1.034
233.5	0.977
234.0	0.916
234.5	0.852
235.0	0.787
235.5	0.723
236.0	0.662
236.5	0.605
237.0	0.550
237.5	0.497
238.0	0.443
238.5	0.393
239.0	0.349
239.5	0.311
240.0	0.280
240.5	0.252
241.0	0.229
241.5	0.209
242.0	0.192
242.5	0.174
243.0	0.157
243.5	0.139
244.0	0.124
244.5	0.111
245.0	0.100
245.5	0.091
246.0	0.082
246.5	0.076
247.0	0.069
247.5	0.062
248.0	0.056
248.5	0.050
249.0	0.045
249.5	0.040
250.0	0.036
250.5	0.033
251.0	0.031
251.5	0.029
252.0	0.027
252.5	0.024
253.0	0.022
253.5	0.021
254.0	0.018
254.5	0.015
255.0	0.013
255.5	0.012
256.0	0.011
256.5	0.008
257.0	0.006
257.5	0.004
258.0	0.003
258.5	0.002
259.0	0.001
259.5	0.000
260.0	-0.001
260.5	0.000
261.0	0.000
261.5	0.001
262.0	-0.001
262.5	-0.002
263.0	-0.001
263.5	-0.002
264.0	-0.002
264.5	-0.002
265.0	0.000
265.5	-0.001
266.0	-0.001
266.5	-0.001
267.0	-0.001
267.5	-0.003
268.0	-0.005
268.5	-0.009
269.0	-0.011
269.5	-0.010
270.0	-0.010
270.5	-0.011
271.0	-0.011
271.5	-0.012
272.0	-0.011
272.5	-0.012
273.0	-0.013
273.5	-0.014
274.0	-0.014
274.5	-0.015
275.0	-0.014
275.5	-0.014
276.0	-0.012
276.5	-0.011
277.0	-0.012
277.5	-0.011
278.0	-0.010
278.5	-0.010
279.0	-0.010
279.5	-0.010
280.0	-0.009
280.5	-0.010
281.0	-0.011
281.5	-0.011
282.0	-0.012
282.5	-0.012
283.0	-0.013
283.5	-0.013
284.0	-0.014
284.5	-0.014
285.0	-0.014
285.5	-0.015
286.0	-0.013
286.5	-0.013
287.0	-0.013
287.5	-0.012
288.0	-0.012
288.5	-0.010
289.0	-0.011
289.5	-0.010
290.0	-0.009
290.5	-0.008
291.0	-0.008
291.5	-0.009
292.0	-0.008
292.5	-0.009
293.0	-0.009
293.5	-0.009
294.0	-0.010
294.5	-0.011
295.0	-0.012
295.5	-0.012
296.0	-0.013
296.5	-0.013
297.0	-0.013
297.5	-0.013
298.0	-0.013
298.5	-0.013
299.0	-0.011
299.5	-0.010
300.0	-0.009
300.5	-0.009
301.0	-0.008
301.5	-0.007
302.0	-0.005
302.5	-0.004
303.0	-0.004
303.5	-0.003
304.0	-0.002
304.5	-0.002
305.0	-0.002
305.5	-0.001
306.0	-0.001
306.5	-0.002
307.0	-0.002
307.5	-0.004
308.0	-0.005
308.5	-0.006
309.0	-0.008
309.5	-0.009
310.0	-0.010
310.5	-0.008
311.0	-0.008
311.5	-0.007
312.0	-0.008
312.5	-0.007
313.0	-0.008
313.5	-0.008
314.0	-0.008
314.5	-0.008
315.0	-0.007
315.5	-0.006
316.0	-0.006
316.5	-0.006
317.0	-0.006
317.5	-0.005
318.0	-0.004
318.5	-0.003
319.0	-0.003
319.5	-0.003
320.0	-0.003
320.5	-0.001
321.0	-0.001
321.5	0.000
322.0	0.000
322.5	0.001
323.0	0.001
323.5	0.001
324.0	0.002
324.5	0.001
325.0	0.001
325.5	0.001
326.0	0.000
326.5	0.001
327.0	0.001
327.5	0.002
328.0	0.002
328.5	0.001
329.0	0.001
329.5	0.001
330.0	-0.002
330.5	-0.002
331.0	-0.003
331.5	-0.003
332.0	-0.001
332.5	0.001
333.0	0.002
333.5	0.001
334.0	0.001
334.5	0.000
335.0	0.000
335.5	0.000
336.0	-0.001
336.5	-0.001
337.0	-0.001
337.5	0.001
338.0	0.002
338.5	0.003
339.0	0.004
339.5	0.002
340.0	0.000
340.5	-0.002
341.0	-0.004
341.5	-0.002
342.0	-0.001
342.5	-0.001
343.0	-0.001
343.5	-0.002
344.0	0.000
344.5	0.000
345.0	-0.001
345.5	-0.003
346.0	-0.002
346.5	-0.003
347.0	-0.005
347.5	-0.005
348.0	-0.005
348.5	-0.004
349.0	-0.005
349.5	-0.006
350.0	-0.007

